GO ID:,Agency:,Close Date & Time:,Primary Category:,Publish Date:,Location:,Selection Process:,Description:,Eligibility:,Grant Activity Timeframe:,Total Amount Available (AUD):,Instructions for Application Submission:,Other Instructions:,Internal Reference ID:,FO Reference:,Addenda Available:,Estimated Grant Value (AUD):,Secondary Category:,Co-sponsored with:
GO6221,Department of Veterans' Affairs,"21-Aug-2023 9:00 pm (ACT Local Time)
Show close time for other time zones",361003 - Veterans,21-Apr-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories",Demand Driven,"The Australian Government is inviting applications via a Demand Driven process to apply to deliver services under Program 3.1 – War Graves under Outcome 3 of the DVA Portfolio Budget Statement 2023 to 2024.
An estimated 331,800 Australian personnel were deployed during the First World War. Approximately 60,000 were killed or are listed as missing in action, leaving some 271,800 service men and women who returned to Australia. 
When they passed away, some were buried without a funeral or headstone.
More than 30,000 of these veterans have since had their deaths accepted as related to their war service and have been officially commemorated as post-war dead.
The objective of the program is to contribute to community recognition of the service and sacrifice of service personnel in the First World War who are not eligible for official commemoration by Government. It does this by providing funding to contribute to the cost of establishing a grave marker on currently unmarked private graves. 
The intended outcome of the program is to contribute to the work being undertaken by the community to mark private graves of veterans of the First World War.
 ","To be eligible, you must be one of the following entity types:
Company
Cooperative
Corporate State or Territory Entity
Incorporated Association
Indigenous Corporation 
Non-corporate State or Territory Entity 
Non-corporate State or Territory Statutory Authority
Partnership 
Person 
Sole Trader 
Statutory Entity 
Unincorporated Association.
If you are applying as a Trustee on behalf of a Trust , the Trustee must have an eligible entity type as listed above.
 ","Review of applications - Within 4 weeks from the closing date
Approval of outcomes of selection process - Within 12 weeks from the closing date
Notification to applicants - Within 13 weeks from the closing date
Negotiations and award of grant agreements - Within 22 weeks from the closing date
Earliest start date of grant activity - February 2024
End date of grant activity - 30 June 2024",,"Before applying, you must read and understand these grant opportunity guidelines, grant agreement terms and conditions, sample application form and questions and answers.
Please see the 'Grant Opportunity Documents' and 'Submit Application' tabs.","Please note: Extension of closing date, use
Marking First World War Private Graves Grants - Grant Opportunity Guidelines - version 2
Marking First World War Private Graves Grants - Questions and Answers - version 2
Marking First World War Private Graves Grants - Sample application form - version 2
Please use:
Marking First World War Private Graves Grants Application Form Questions and Answers - version 2.",2021-6481,,View Addenda,,,
GO6247,"Department of Climate Change, Energy, the Environment and Water","22-Aug-2023 5:00 pm (ACT Local Time)
Show close time for other time zones",211006 - Natural Resources - Conservation and Protection,21-Jun-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories",Closed Non-Competitive,"The Reef Guardian Councils Program – Activating Local Councils’ Reef Action Plans (the program) will run over 3 years from 2023-24 to 2025-26. This will enable Reef Guardian Councils to deliver shovel ready projects and activities as identified in their respective existing Reef Action Plans and support Reef protection and restoration activities. These activities and projects are expected to bring immediate benefits to the environment, thus supporting the delivery of the Reef 2050 Plan.
The program aims to encourage greater community participation and involvement, including First Nations people.
The objectives of the program are to:
support Reef Guardian Councils to deliver shovel-ready projects and activities as identified in their respective existing Reef Action Plans
support Reef protection and restoration activities contributing to the delivery of the Reef 2050 Plan to protect and manage the Reef and support its health and resilience.
The intended outcomes of the program are to:
bring immediate benefits to the Reef environment and local communities and contribute towards the delivery of the Reef 2050 Plan
increase community stewardship, participation and involvement, including First Nations people and strengthen the coordination of Reef protection activities by local communities.","We cannot consider your application if you do not satisfy all eligibility criteria.
To be eligible you must:
have an Australian Business Number (ABN)
be one of the 19 Reef Guardian Councils identified in Appendix A of the grant opportunity guidelines.
We cannot waive the eligibility criteria under any circumstances.","You can only submit an application between the published opening and closing dates. We cannot accept late applications.
If you are successful we expect you will be able to commence your project around October 2023.","$17,480,000.00","Eligible applicants will be contacted.
Applications open: Wednesday 28 June 2023.","business.gov.au provides information and advice to customers via a range of channels including phone (13 28 46), email and web chat. Contact us for assistance.",,,,"From $0.00 to $920,000.00",,
GO6063,National Health and Medical Research Council (NHMRC),"23-Aug-2023 5:00 pm (ACT Local Time)
Show close time for other time zones",231013 - Medical Research,1-Mar-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,"The objective of this grant opportunity is to:
Stream 1:develop, implement and/or evaluate the effectiveness of multidisciplinary, patient-centred and sustainable models of care for sexuality diverse people, through co-design with consumers and/or community-controlled providers
Stream 2:develop, implement and/or evaluate the effectiveness of multidisciplinary, patient-centred and sustainable models of care for sexuality and/or gender diverse people experiencing intersectional disadvantage, through co-design with consumers and/or community-controlled providers
Stream 3:conduct research to develop, implement and evaluate the effectiveness and acceptability of multidisciplinary, patient-centred models of physical and mental health care for transgender and gender diverse children, adolescents and young adults including those with intersectional disadvantages, through co-design with consumers
Stream 4:conduct research to develop, implement and evaluate the effectiveness and acceptability of multidisciplinary, patient-centred models of physical and mental health care for people with innate variations of sex characteristics, including those with intersectional disadvantages, through co-design with consumers.
The intended outcome is to improve the physical and mental health of:
Stream 1:sexuality diverse people including those who live in regional, remote and rural areas
Stream 2:sexuality and/or gender diverse people experiencing intersectional disadvantage
Stream 3:transgender and gender diverse children, adolescents and young adults
Stream 4:people born with innate variations of sex characteristics.
Applicants to this grant opportunity must propose research that addresses one of the four Streams.
This grant opportunity is being administered by NHMRC on behalf of the Australian Government Department of Health and Aged Care.
Further information on the Medical Research Future Fund is available from the Department of Health and Aged Care’s website.","Applications will only be accepted from approved MRFF Eligible Organisations. A list of approved MRFF Eligible Organisations is available from the GrantConnect GO Documents and from the MRFF Eligible Organisations List  on the NHMRC website.
Applications must satisfy all the requirements set out in the Medical Research Future Fund – Emerging Priorities and Consumer Driven Research Initiative - 2023 Models of Care for Sexuality & Gender Diverse People & People with Innate Variations of Sex Characteristics Grant Opportunity Guidelines.",Within 5 years of execution of the grant schedule.,"$26,000,000.00","Applicants are advised to read the Grant Guidelines thoroughly and liaise with the MRFF Eligible Organisation that will submit the application to identify any specific requirements that the Organisation might have.
Applications must be submitted electronically using NHMRC’s online granting system (Sapphire).","Minimum Data closes at 5:00pm (ACT Local Time) on 26 July 2023.
Questions should be submitted no later than 1:00pm (ACT Local Time) on 17 August 2023.",,,View Addenda,"From $0.00 to $5,000,000.00",,Department of Health and Aged Care
GO6323,National Health and Medical Research Council (NHMRC),"23-Aug-2023 5:00 pm (ACT Local Time)
Show close time for other time zones",231013 - Medical Research,28-Jun-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,"The objectives of the Clinical Trials and Cohort Studies Grant scheme are:
to support high-quality clinical trials and cohort studies that address important gaps in knowledge, leading to relevant and implementable findings for the benefit of human health. This grant opportunity is open to research proposals for clinical trials and/or cohort studies of any size – that is, they may be large or small clinical trials or cohort studies.
The Clinical Trials and Cohort Studies Grant scheme is not intended to provide ongoing support from NHMRC, and grant funding does not support infrastructure costs. Grantees will be required to report against milestones at twelve-month intervals.
The intended outcomes of the Clinical Trials and Cohort Studies Grants scheme are improvements in health and wellbeing, health care practice or policy, as a result of:
High-quality clinical trials that provide reliable evidence of the effects of health-related interventions on health outcomes (or appropriate surrogates).
High-quality cohort studies that provide reliable evidence on the relation of important risk factors and other exposures to health-related outcomes.
High quality retrospective cohort studies that provide reliable evidence on the relation of important risk factors and other exposures to health-related outcomes.","Applications will only be accepted from NHMRC approved Administering Institutions. A list of NHMRC approved Administering Institutions is available at: https://www.nhmrc.gov.au/funding/manage-your-funding/nhmrcs-administering-institutions.
Applications must satisfy all the requirements set out in the Clinical Trials and Cohort Studies Grants 2023 Guidelines.",,"$70,000,000.00","Applications must be submitted electronically using Sapphire, NHMRC’s online grants management system, unless otherwise advised by NHMRC.",Minimum Data due 26 July 2023 at 5:00pm (ACT Local Time),1128,,,,,
GO6206,Cancer Australia,"30-Aug-2023 5:00 pm (ACT Local Time)
Show close time for other time zones",231004 - Cancer,30-Mar-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,The Priority-driven Collaborative Cancer Research Scheme is an innovative annual national research project grants funding scheme which brings together government and other funders to collaboratively fund cancer research in Australia.,"PdCCRS applications will only be accepted if an application has been submitted to NHMRC’s Ideas Grants or Clinical Trials and Cohort Studies Grants schemes and a corresponding PdCCRS Questions application has been submitted to Cancer Australia via the Can-Grant portal.
PdCCRS applications will only be accepted from NHMRC-approved Administering Institutions. A list of NHMRC-approved Administering Institutions and NHMRC’s Administering Institution Policy are available on NHMRC’s website.
The PdCCRS adheres to the relevant Ideas Grants guidelines or the Clinical Trials and Cohort Studies Grants guidelines published by NHMRC, unless otherwise stated in this document.
An eligibility ruling may be made by Cancer Australia at any stage following the close of applications, including during the assessment period.",,,"Applicants are required to complete and submit a grant application to the National Health and Medical Research Council (NHMRC) Ideas Grants or Clinical Trials and Cohort Studies Grants schemes via the NHMRC granting system, indicating that the application is to be considered for funding by Cancer Australia. Applicants are also required to complete a PdCCRS application via Cancer Australia’s CanGrant system.
Please note, PdCCRS applications are due to be submitted via Can-Grant by:
• 31 May 2023 for Ideas Grants (both Standard Project Grants and Early Career Researcher Project Grants).
• 30 August 2023 for Clinical Trials and Cohort Studies Grants.",,2023 PdCCRS,,View Addenda,"From $100,000.00 to $600,000.00",,
GO6225,National Health and Medical Research Council (NHMRC),"30-Aug-2023 5:00 pm (ACT Local Time)
Show close time for other time zones",231013 - Medical Research,26-Apr-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,"The objective of this grant opportunity is to provide grants of financial assistance to support medical research and medical innovation projects that:
Stream 1 (Targeted Call for Research): conduct implementation research to test interventions that are designed to improve uptake of holistic primary and secondary prevention activities to delay the onset and severity of dementia
Stream 2 (Targeted Call for Research): develop new tools, technologies and strategies to support adoption of the key components of high-quality care for older Australians.
The intended outcome of the research funded by this grant opportunity is to improve the health and wellbeing of Australians by:
Stream 1 (Targeted Call for Research): improving access to effective preventive health interventions that delay the onset and severity of dementia
Stream 2 (Targeted Call for Research): improving the quality of care provided to older Australians.
Applicants to this grant opportunity must propose research that addresses one of the two Streams of research.
This grant opportunity is being administered by NHMRC on behalf of the Australian Government Department of Health and Aged Care.
Further information on the Medical Research Future Fund is available from the Department of Health and Aged Care’s website.","Applications will only be accepted from approved MRFF Eligible Organisations. A list of approved MRFF Eligible Organisations is available from the GrantConnect GO Documents and from the MRFF Eligible Organisations List on the NHMRC website.
Applications must satisfy all the requirements set out in the Medical Research Future Fund – Dementia, Ageing and Aged Care Mission – 2023 Dementia, Ageing and Aged Care Grant Opportunity Guidelines.",The maximum grant duration is 5 years.,"$18,000,000.00","Applicants are advised to read the Grant Guidelines thoroughly and liaise with the MRFF Eligible Organisation that will submit the application to identify any specific requirements that the Organisation might have.
Applications must be submitted electronically using NHMRC’s online granting system (Sapphire).","Minimum Data closes at 5:00pm (ACT Local Time) on 02 August 2023.
Questions should be submitted no later than 1:00pm (ACT Local Time) on 23 August 2023.",,,,"From $0.00 to $3,000,000.00",,Department of Health and Aged Care
GO6226,National Health and Medical Research Council (NHMRC),"30-Aug-2023 5:00 pm (ACT Local Time)
Show close time for other time zones",231013 - Medical Research,26-Apr-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,"The objective of this grant opportunity is to provide grants of financial assistance to support medical research and medical innovation projects that:
Stream 1 (Incubator): conduct small-scale development projects to establish feasible, evidence-based approaches aimed at improving survivorship and reducing morbidity through initiatives that increase equity of access for all people (e.g. digital or online delivery of services like tele-rehab for heart and stroke).
Stream 2 (Targeted Call for Research): improve understanding of cardiovascular disease risk, including biological mechanisms, by identifying and quantifying system and individual mechanisms that contribute to variation and inequities in cardiovascular disease and stroke care, and risk management, particularly in Aboriginal and Torres Strait Islander people.
Stream 3 (Targeted Call for Research): support effective adoption and adherence to preventive health interventions for cardiovascular disease and stroke by addressing barriers to best-practice prevention for Aboriginal and/or Torres Strait Islander people, using co-design and culturally secure approaches.
Stream 4 (Targeted Call for Research): accelerate equitable patient access to best care that results in best possible outcomes through improved identification and management of Aboriginal and/or Torres Strait Islander people with critical, time-dependent events.
Stream 5 (Accelerator): support large-scale projects aimed at improving survivorship and reducing morbidity.
Applications to this grant opportunity must propose research that addresses one of the five Streams of research.
This grant opportunity is being administered by NHMRC on behalf of the Australian Government Department of Health and Aged Care.
Further information on the Medical Research Future Fund is available from the Department of Health and Aged Care’s website.","Applications will only be accepted from approved MRFF Eligible Organisations. A list of approved MRFF Eligible Organisations is available from the GrantConnect GO Documents and from the MRFF Eligible Organisations List on the NHMRC website.
Applications must satisfy all the requirements set out in the Medical Research Future Fund – Cardiovascular Health Mission – 2023 Cardiovascular Health grant opportunity guidelines.","For Incubator grants (Stream 1): within 2 years of execution of the grant schedule
For Targeted Call for Research grants (Streams 2, 3 and 4): within 3 years of execution of the grant schedule
For Accelerator grants (Stream 5): within 5 years of execution of the grant schedule","$23,000,000.00","Applicants are advised to read the Grant Guidelines thoroughly and liaise with the MRFF Eligible Organisation that will submit the application to identify any specific requirements that the Organisation might have.
Applications must be submitted electronically using NHMRC’s online granting system (Sapphire).","Minimum Data closes at 5:00pm (ACT Local Time) on 2 August 2023
Questions should be submitted no later than 1:00pm (ACT Local Time) on 23 August 2023.",,,,"From $0.00 to $5,000,000.00",,Department of Health and Aged Care
GO6227,National Health and Medical Research Council (NHMRC),"30-Aug-2023 5:00 pm (ACT Local Time)
Show close time for other time zones",231013 - Medical Research,26-Apr-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,"The objective of this grant opportunity is to provide grants of financial assistance to support medical research and medical innovation projects that:
Stream 1 (Accelerator): support the development of novel stem-cell based treatments by disease-focused, multidisciplinary teams that leverage partner funds and can articulate:
a final product or therapy
a feasible path to market
an approach to regulatory processes
a competitive advantage over comparable products
appropriate consideration of the ethical, legal and social issues associated with treatments
a strategy for enhancing sector capacity of key clinical, manufacturing and commercial skillsets
potential funding leverage
Stream 2 (Accelerator): support large scale projects involving multidisciplinary teams that will focus on pre-clinical screening of new treatments using human tissues made from stem cells, that can articulate:
a final product or therapy
a feasible path to market
an approach to regulatory processes
a competitive advantage over comparable products
appropriate consideration of the ethical, legal and social issues associated with treatments
a strategy for enhancing sector capacity of key clinical, manufacturing and commercial skillsets
potential funding leverage
The intended outcome of the research is to improve the health and wellbeing of Australians by:
Stream 1 (Accelerator): developing novel stem cell-based therapies that have the potential to transform clinical care.
Stream 2 (Accelerator): generating new treatments that can improve clinical care.
This grant opportunity is being administered by NHMRC on behalf of the Australian Government Department of Health and Aged Care.","Applications will only be accepted from approved MRFF Eligible Organisations. A list of approved MRFF Eligible Organisations is available from the GrantConnect GO Documents and from the MRFF Eligible Organisations List on the NHMRC website.
  Applications must satisfy all the requirements set out in the Medical Research Future Fund (MRFF) – SCTM – 2023 Stem Cell Therapies Grant Opportunity",The maximum grant duration is 5 years.,"$36,000,000.00","Applicants are advised to read the Grant Guidelines thoroughly and liaise with the MRFF Eligible Organisation that will submit the application to identify any specific requirements that the Organisation might have.
Applications must be submitted electronically using NHMRC’s online granting system (Sapphire).","Minimum Data closes at 5:00pm (ACT Local Time) on Wednesday 02 August 2023
  Questions should be submitted no later than 1:00pm (ACT Local Time) on Wednesday 23 August 2023",,,,"From $3,000,000.00 to $7,000,000.00",,Department of Health and Aged Care
GO6047,"Department of Infrastructure, Transport, Regional Development, Communications and the Arts","31-Aug-2023 5:00 pm (ACT Local Time)
Show close time for other time zones",351002 - Regional Development,8-Feb-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories",Closed Non-Competitive,"The Priority Community Infrastructure Program is a closed non-competitive programand only projects identified by the Australian Government will be delivered. If your project has been identified to receive grant funding you will be invited to apply for the program.
The purpose of this program is to support community and sporting infrastructure, open space improvements and other community priorities. Funded projects are intended to assist communities to build their strengths and improve liveability.
The objectives of the program are to:
build resilient communities through the provision of social and community facilities;
improve community amenity, accessibility and liveability through investment in community infrastructure; and
drive economic growth in communities and the broader region.
The intended outcomes of the program are to:
enhance community infrastructure;
improve equity outcomes and social inclusion; and
encourage communities to thrive, economically and socially.
The program will run over five financial years from 2022-2023 to 2026-2027. The program was announced as part of the 2022-2023 October Budget.","To be eligible you must be the organisation with overall responsibility to deliver the project and be invited to deliver a project identified by the Australian Government and:
have an Australian Business Number (ABN)
be registered for the purposes of GST and remain registered for the duration of the grant
have an account with an Australian financial institution and be one of the following entity types:
an incorporated association
a registered charity or not-for-profit organisation
an Australian local government body
an Australian state or territory government body
an incorporated trustee on behalf of a trust
an Aboriginal and/or Torres Strait Islander Corporation registered under the Corporations (Aboriginal and /or Torres Strait Islander) Act 2006
For the purposes of the program we also consider the following organisations to be an Australian local government agency or local governing body:
Anangu Pitjantjatjara, Maralinga, Gerard, Nepabunna and Yalata governing bodies in South Australia
Cocos Keeling Islands Shire Council
Lord Howe Island Board
Norfolk Island Regional Council
The Outback Communities Authority
The Shire of Christmas Island
The Silverton and Tibooburra villages in New South Wales
The Trust Account in the Northern Territory.
If your organisation has been invited to apply for the program but is not an eligible entity or there are concerns about your organisation’s capacity to deliver the project, you may wish to consider approaching an eligible organisation to act as sponsor for the project. If you require further information on project sponsors, please contact the Department on 1800 044 938.",Funding will be available for Australian Government identified projects that are scheduled for completion with final payment made before 30 June 2027. The maximum grant period for individual grants is three (3) years from the time the grant agreement is executed.,,If your project has been identified to receive grant funding you will be invited to apply for the program.,,GO43,,View Addenda,"From $300,000.00 to $80,000,000.00",,
GO6048,"Department of Infrastructure, Transport, Regional Development, Communications and the Arts","31-Aug-2023 5:00 pm (ACT Local Time)
Show close time for other time zones",351002 - Regional Development,8-Feb-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories",Closed Non-Competitive,"The Investing in Our Communities Program is a closed non-competitive program and only projects identified by the Australian Government will be delivered. If your project has been identified to receive grant funding you will be invited to apply for the program.
The purpose of this program is to deliver the Government’s commitments for community and sporting infrastructure, open space improvements and other community priorities where Commonwealth grant funding is $5 million or less. Funded projects are intended to assist communities to build their strengths and improve liveability.
The objectives of the program are to:
build resilient communities through the provision of social and community facilities;
improve community amenity, accessibility and liveability; and
drive economic opportunity in the community and broader region.
The intended outcomes of the program are to:
enhance community infrastructure;
encourage community cohesion; and
have a positive impact on economic activity within communities.
The program will run over five financial years from 2022-2023 to 2026-2027. The program was announced as part of the 2022-2023 October Budget.","To be eligible you must be the organisation with overall responsibility to deliver the project and be invited to deliver a project identified by the Australian Government and:
have an Australian Business Number (ABN)
be registered for the purposes of GST and remain registered for the duration of the grant
have an account with an Australian financial institution and be one of the following entity types:
an incorporated association
a registered charity or not-for-profit organisation
an Australian local government body
an Australian state or territory government body
an incorporated trustee on behalf of a trust
an Aboriginal and/or Torres Strait Islander Corporation registered under the Corporations (Aboriginal and /or Torres Strait Islander) Act 2006
For the purposes of the program we also consider the following organisations to be an Australian local government agency or local governing body:
Anangu Pitjantjatjara, Maralinga, Gerard, Nepabunna and Yalata governing bodies in South Australia
Cocos Keeling Islands Shire Council
Lord Howe Island Board
Norfolk Island Regional Council
The Outback Communities Authority
The Shire of Christmas Island
The Silverton and Tibooburra villages in New South Wales
The Trust Account in the Northern Territory.
If your organisation has been invited to apply for the program but is not an eligible entity or there are concerns about your organisation’s capacity to deliver the project, you may be able to nominate an eligible project sponsor.",,,If your project has been identified to receive grant funding you will be invited to apply for the program.,,GO44,,View Addenda,"From $5,000.00 to $5,000,000.00",,
GO6181,National Health and Medical Research Council (NHMRC),"13-Sep-2023 5:00 pm (ACT Local Time)
Show close time for other time zones",231013 - Medical Research,17-Mar-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,"The NHMRC-EU Collaborative Research Grant Scheme supports Australian participation in international collaborative research under Horizon Europe. Horizon Europe facilitates collaboration and strengthens research impact and innovation while tackling global challenges.
Projects involving Australian-based researchers chosen by the EU for funding may be eligible for NHMRC support. NHMRC is considering supporting Australian researchers for the below Horizon Europe topics:
HORIZON-HLTH-2023-ENVHLTH-02-01: Planetary health: understanding the links between environmental degradation and health impacts
HORIZON-HLTH-2023-ENVHLTH-02-02: Evidence-based interventions for promotion of mental and physical health in changing working environments (post-pandemic workplaces)
HORIZON-HLTH-2023-DISEASE-03-04: Pandemic preparedness and response: Broad spectrum anti-viral therapeutics for infectious diseases with epidemic potential
HORIZON-HLTH-2023-DISEASE-03-07: Relationship between infections and non-communicable diseases
HORIZON-HLTH-2023-DISEASE-03-17: Pandemic preparedness and response: Understanding vaccine induced-immunity
HORIZON-HLTH-2023-DISEASE-03-18: Pandemic preparedness and response: Immunogenicity of viral proteins of viruses with epidemic and pandemic potential
HORIZON-HLTH-2023-CARE-04-02: Resilience and mental wellbeing of the health and care workforce
HORIZON-HLTH-2023-CARE-04-03: Environmentally sustainable and climate neutral health and care systems","Applications will only be accepted from NHMRC approved Administering Institutions. A list of NHMRC approved Administering Institutions is available at:
https://www.nhmrc.gov.au/funding/manage-your-funding/nhmrcs-administering-institutions
Applications must satisfy all the requirements set out in the NHMRC-EU Collaborative Research Grant Scheme 2023 Grant Opportunity Guidelines",1 to 5 years,"$4,000,000.00",Applications must be submitted electronically using NHMRC’s online grants management system (Sapphire) unless otherwise advised by NHMRC.,"The following information is specific to the NHMRC application process for Australian-based researchers who are listed on the successful applications submitted during Stage 1:
EC will adviseNHMRC Administering Institution/s of favourable evaluations
NHMRC Administering Institution/s notify NHMRC of applicant details
NHMRC will then invite the relevant Australian researchers via email to submit applications for NHMRC funding through Sapphire.
Australian applicants must provide all documentation and budget requests as instructed in the Grant Guidelines document.",,NHMRC-EU Collaborative Research Grant Scheme 2023,,"From $0.00 to $500,000.00",,
GO6005,Department of Health and Aged Care,"20-Sep-2023 5:00 pm (ACT Local Time)
Show close time for other time zones",231021 - Health and Medical Research,27-Mar-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories",Open Competitive,"This grant opportunity was announced as part of the Medical Research Future Fund (MRFF) under the Global Health Initiative.
The objective and intended outcome of this grant opportunity are aligned with the following Australian Medical Research and Innovation Priorities 2022-2024:
antimicrobial resistance
global health and health security.
Consistent with the Medical Research Future Fund Act 2015, the objective of this grant opportunity is to provide grants of financial assistance to support Australian medical research and medical innovation projects that: 
generate knowledge to improve understanding of healthcare associated infections in hospitals that drive antimicrobial resistance. This includes understanding the incidence, pathways and drivers of transmission, and
develop, implement and/or assess the effectiveness of interventions to reduce the incidence of healthcare associated infections in hospitals that drive antimicrobial resistance.","You can apply if you:
have an Australian business number (ABN)
are incorporated in Australia.
You must also be one of the following entities:
a medical research institute
a university
a corporate Commonwealth entity
a corporation (including businesses and not for profits).
You can’t apply if you:
an organisation, or your project partner is an organisation, included on the National Redress Scheme’s list of Institutions that have not joined or signified their intent to join the Scheme
an employer of 100 or more employees that has not complied with the Workplace Gender Equality Act (2012)
an individual
partnership
unincorporated association
trust (however, an incorporated trustee may apply on behalf of a trust)
a non-corporate Commonwealth entity
any organisation not listed in the eligible entity list.
You can partner with one or more other organisations that also meet the eligibility criteria. But you must decide who the lead organisation is.
The lead organisation must fill out the application form and enter into the grant agreement with the Commonwealth.
If we give your group the grant, the lead organisation:
signs the grant agreement
is responsible for making sure your group follows the rules in the grant agreement.",,"$6,000,000.00","To apply, go to business.gov.au/2023-ghi","business.gov.au provides information and advice to customers via a range of channels including phone (13 28 46), email and web chat. Contact us for assistance.",MRFF 2023 Global Health,MRFF 2023 Global Health Grant,,"From $0.00 to $2,000,000.00",,
GO4984,National Indigenous Australians Agency,"30-Oct-2023 11:30 pm (ACT Local Time)
Show close time for other time zones",251002 - Indigenous Communities,26-Jul-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Open Non-competitive,"Under the IAS, the Agency considers grant proposals that address a need for Aboriginal and Torres Strait Islander people. Proposals should be developed with the target community or group who will be impacted by the activity.
This funding approach can be used to present a proposal to the Agency where a need has been identified in the community and there are no other current funding avenues available.
You must discuss your proposal with the Agency. The Agency may then invite you to submit an application.
You may discuss an initial proposal with the Agency at any time by contacting your local NIAA Regional Office, or by calling 1800 079 098","In order to be eligible to apply for funding under the Community Initiated Grants funding opportunity, you must have:
Had a discussion with your local NIAA regional office;
Been invited to apply for funding by the Agency and
Been provided with a grant opportunity ID.",,,"Under this approach, organisations may only submit an application if they have been invited to apply for funding by the Agency. ","Applicants should review the Indigenous Advancement Strategy Agency Collaborates Grant Opportunity Guidelines (Non-competitive) which will provide key information to assist applicants in developing a proposal or completing an application form.
For further information please see the Agency’s website here: Community Initiated Proposals | National Indigenous Australians Agency (niaa.gov.au)",Agency Collaborates – Community Initiated,,View Addenda,,,
GO4985,National Indigenous Australians Agency,"30-Oct-2023 11:30 pm (ACT Local Time)
Show close time for other time zones",251002 - Indigenous Communities,26-Jul-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Closed Non-Competitive,"Under the IAS, the Agency considers grant proposals that address a need for Aboriginal and Torres Strait Islander people. Proposals should be developed with the target community or group who will be impacted by the activity.
Where an unmet need is identified, the Agency may directly approach organisations to negotiate delivery of an activity or service",In order to be eligible to apply for funding under this opportunity you must be invited to apply by the Agency.,,,"Under this process only organisations directly approached by the Agency are eligible to apply. The Agency may provide an application form for the applicant to complete. In some cases, the organisation may not be required to complete an application form; however the Agency may request information from the applicant that is needed to assess the organisation against the eligibility and assessment criteria.","Applicants should review the Indigenous Advancement Strategy Agency Collaborates Grant Opportunity Guidelines (non-competitive), which will provide key information to assist applicants when completing the application form.",Agency Collaborates (non-competitive),,View Addenda,,,
GO5974,National Health and Medical Research Council (NHMRC),"29-Nov-2023 5:00 pm (ACT Local Time)
Show close time for other time zones",231013 - Medical Research,11-Jan-2023,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,"Partnership Projects will support collaborations, within the Australian context, that translate research evidence into health policy and health practice, to improve health services and processes.
The objectives of the Partnership Project scheme are to:
Meet the need for more effective integration of research evidence into health policy and service delivery
Create partnerships among policy makers, managers, service providers and researchers
Provide support to answer often complex and difficult questions that policy makers, managers and service providers face when making decisions and implementing policies that affect Australians health and health care
Be highly responsive to the priorities of government, the community and health professionals
Enable applicants to apply for funding at any time during the year to allow researchers and Partner Organisations to develop timely collaborations.","Applications for NHMRC funding are subject to the eligibility requirements set out in the Partnership Projects 2023 Guidelines.
Institutions must be an NHMRC approved Administering Institution to be eligible to receive and administer NHMRC funding – refer to the NHMRC website for a list of approved Administering Institutions.",,"$31,600,000.00",Applications must be submitted electronically using NHMRC’s granting system unless otherwise advised by NHMRC.,"Minimum Data closes at 5pm (ACT local time) on the following dates:
PRC1 – 26 July 2023
PRC2 – 15 November 2023",,,View Addenda,"From $0.00 to $1,500,000.00",,
